Year,State,Rate,Deaths,Name,Population,PovertyCount,PovertyRate,UnemploymentRate,NoCompletedEducation,PopulationWithHighSchoolDiploma,PopulationWithAssociatesDegree,PopulationWithBachelorsDegree,WhitePop,BlackPop,NativeAmericanPop,AsianPop,NativeHawaiianPop,HispanicPop,TwoOrMoreRacesPop
2015,MT,5.8,73,Montana,1050649.0,134605.0,12.811605017470153,2.0475915362790045,3154.0,175082.0,66951.0,155230.0,930204.0,5303.0,66839.0,8259.0,807.0,40314.0,32161.0
2019,NE,4.95,125,Nebraska,1914571.0,206579.0,10.789832291411496,1.803798344381065,14521.0,283407.0,132185.0,262614.0,1666871.0,92406.0,17673.0,45655.0,1327.0,208271.0,50386.0
2018,NE,5.77,147,Nebraska,1914571.0,206579.0,10.789832291411496,1.803798344381065,14521.0,283407.0,132185.0,262614.0,1666871.0,92406.0,17673.0,45655.0,1327.0,208271.0,50386.0
2017,NE,5.54,143,Nebraska,1914571.0,206579.0,10.789832291411496,1.803798344381065,14521.0,283407.0,132185.0,262614.0,1666871.0,92406.0,17673.0,45655.0,1327.0,208271.0,50386.0
2016,NE,6.06,161,Nebraska,1914571.0,206579.0,10.789832291411496,1.803798344381065,14521.0,283407.0,132185.0,262614.0,1666871.0,92406.0,17673.0,45655.0,1327.0,208271.0,50386.0
2015,NE,5.7,152,Nebraska,1914571.0,206579.0,10.789832291411496,1.803798344381065,14521.0,283407.0,132185.0,262614.0,1666871.0,92406.0,17673.0,45655.0,1327.0,208271.0,50386.0
2019,NV,5.63,201,Nevada,2972382.0,384690.0,12.942145390464617,3.1094926560583396,32770.0,490303.0,170718.0,330222.0,1949707.0,271005.0,38026.0,242267.0,20022.0,853041.0,146408.0
2018,NV,6.14,219,Nevada,2972382.0,384690.0,12.942145390464617,3.1094926560583396,32770.0,490303.0,170718.0,330222.0,1949707.0,271005.0,38026.0,242267.0,20022.0,853041.0,146408.0
2017,NV,5.85,209,Nevada,2972382.0,384690.0,12.942145390464617,3.1094926560583396,32770.0,490303.0,170718.0,330222.0,1949707.0,271005.0,38026.0,242267.0,20022.0,853041.0,146408.0
2016,NV,5.76,209,Nevada,2972382.0,384690.0,12.942145390464617,3.1094926560583396,32770.0,490303.0,170718.0,330222.0,1949707.0,271005.0,38026.0,242267.0,20022.0,853041.0,146408.0
2015,NV,5.18,188,Nevada,2972382.0,384690.0,12.942145390464617,3.1094926560583396,32770.0,490303.0,170718.0,330222.0,1949707.0,271005.0,38026.0,242267.0,20022.0,853041.0,146408.0
2019,NH,3.07,37,New Hampshire,1348124.0,98682.0,7.319949796902955,2.0346793024973966,5874.0,222457.0,97663.0,218013.0,1252128.0,21546.0,2036.0,36180.0,443.0,50493.0,28281.0
2018,NH,3.5,42,New Hampshire,1348124.0,98682.0,7.319949796902955,2.0346793024973966,5874.0,222457.0,97663.0,218013.0,1252128.0,21546.0,2036.0,36180.0,443.0,50493.0,28281.0
2017,NH,4.21,51,New Hampshire,1348124.0,98682.0,7.319949796902955,2.0346793024973966,5874.0,222457.0,97663.0,218013.0,1252128.0,21546.0,2036.0,36180.0,443.0,50493.0,28281.0
2016,NH,3.67,45,New Hampshire,1348124.0,98682.0,7.319949796902955,2.0346793024973966,5874.0,222457.0,97663.0,218013.0,1252128.0,21546.0,2036.0,36180.0,443.0,50493.0,28281.0
2015,NH,4.1,51,New Hampshire,1348124.0,98682.0,7.319949796902955,2.0346793024973966,5874.0,222457.0,97663.0,218013.0,1252128.0,21546.0,2036.0,36180.0,443.0,50493.0,28281.0
2019,NJ,4.3,428,New Jersey,8878503.0,869081.0,9.788598370693798,2.9069427582555303,84073.0,1517670.0,401872.0,1489653.0,6018074.0,1194882.0,19711.0,840168.0,3458.0,1794736.0,243545.0
2018,NJ,3.8,385,New Jersey,8878503.0,869081.0,9.788598370693798,2.9069427582555303,84073.0,1517670.0,401872.0,1489653.0,6018074.0,1194882.0,19711.0,840168.0,3458.0,1794736.0,243545.0
2017,NJ,4.45,451,New Jersey,8878503.0,869081.0,9.788598370693798,2.9069427582555303,84073.0,1517670.0,401872.0,1489653.0,6018074.0,1194882.0,19711.0,840168.0,3458.0,1794736.0,243545.0
2016,NJ,4.03,414,New Jersey,8878503.0,869081.0,9.788598370693798,2.9069427582555303,84073.0,1517670.0,401872.0,1489653.0,6018074.0,1194882.0,19711.0,840168.0,3458.0,1794736.0,243545.0
2015,NJ,4.68,483,New Jersey,8878503.0,869081.0,9.788598370693798,2.9069427582555303,84073.0,1517670.0,401872.0,1489653.0,6018074.0,1194882.0,19711.0,840168.0,3458.0,1794736.0,243545.0
2019,NM,5.61,129,New Mexico,2092454.0,392065.0,18.737090516685193,3.032707051146644,17564.0,305538.0,118038.0,215662.0,1565366.0,44120.0,199845.0,32577.0,1644.0,1020817.0,68264.0
2018,NM,5.69,131,New Mexico,2092454.0,392065.0,18.737090516685193,3.032707051146644,17564.0,305538.0,118038.0,215662.0,1565366.0,44120.0,199845.0,32577.0,1644.0,1020817.0,68264.0
2017,NM,5.85,139,New Mexico,2092454.0,392065.0,18.737090516685193,3.032707051146644,17564.0,305538.0,118038.0,215662.0,1565366.0,44120.0,199845.0,32577.0,1644.0,1020817.0,68264.0
2016,NM,6.16,152,New Mexico,2092454.0,392065.0,18.737090516685193,3.032707051146644,17564.0,305538.0,118038.0,215662.0,1565366.0,44120.0,199845.0,32577.0,1644.0,1020817.0,68264.0
2015,NM,5.07,131,New Mexico,2092454.0,392065.0,18.737090516685193,3.032707051146644,17564.0,305538.0,118038.0,215662.0,1565366.0,44120.0,199845.0,32577.0,1644.0,1020817.0,68264.0
2019,NY,4.26,955,New York,19572319.0,2681277.0,13.699332204834798,2.7973639710245886,267488.0,3002160.0,1190240.0,2799878.0,12459687.0,3065471.0,79512.0,1647606.0,8821.0,3720983.0,616257.0
2018,NY,4.33,979,New York,19572319.0,2681277.0,13.699332204834798,2.7973639710245886,267488.0,3002160.0,1190240.0,2799878.0,12459687.0,3065471.0,79512.0,1647606.0,8821.0,3720983.0,616257.0
2017,NY,4.58,1053,New York,19572319.0,2681277.0,13.699332204834798,2.7973639710245886,267488.0,3002160.0,1190240.0,2799878.0,12459687.0,3065471.0,79512.0,1647606.0,8821.0,3720983.0,616257.0
2016,NY,4.51,1056,New York,19572319.0,2681277.0,13.699332204834798,2.7973639710245886,267488.0,3002160.0,1190240.0,2799878.0,12459687.0,3065471.0,79512.0,1647606.0,8821.0,3720983.0,616257.0
2015,NY,4.63,1098,New York,19572319.0,2681277.0,13.699332204834798,2.7973639710245886,267488.0,3002160.0,1190240.0,2799878.0,12459687.0,3065471.0,79512.0,1647606.0,8821.0,3720983.0,616257.0
2019,NC,6.8,808,North Carolina,10264876.0,1467591.0,14.29721118891256,2.7408416818673698,82479.0,1491605.0,675145.0,1395214.0,7049919.0,2200761.0,123952.0,292992.0,7213.0,962665.0,273276.0
2018,NC,6.75,803,North Carolina,10264876.0,1467591.0,14.29721118891256,2.7408416818673698,82479.0,1491605.0,675145.0,1395214.0,7049919.0,2200761.0,123952.0,292992.0,7213.0,962665.0,273276.0
2017,NC,7.03,845,North Carolina,10264876.0,1467591.0,14.29721118891256,2.7408416818673698,82479.0,1491605.0,675145.0,1395214.0,7049919.0,2200761.0,123952.0,292992.0,7213.0,962665.0,273276.0
2016,NC,7.24,874,North Carolina,10264876.0,1467591.0,14.29721118891256,2.7408416818673698,82479.0,1491605.0,675145.0,1395214.0,7049919.0,2200761.0,123952.0,292992.0,7213.0,962665.0,273276.0
2015,NC,7.35,888,North Carolina,10264876.0,1467591.0,14.29721118891256,2.7408416818673698,82479.0,1491605.0,675145.0,1395214.0,7049919.0,2200761.0,123952.0,292992.0,7213.0,962665.0,273276.0
2019,ND,7.35,77,North Dakota,756717.0,78198.0,10.333850039050265,1.507300615685917,3017.0,111716.0,68506.0,107938.0,655136.0,21985.0,40006.0,11006.0,863.0,28317.0,19612.0
2018,ND,5.64,60,North Dakota,756717.0,78198.0,10.333850039050265,1.507300615685917,3017.0,111716.0,68506.0,107938.0,655136.0,21985.0,40006.0,11006.0,863.0,28317.0,19612.0
2017,ND,4.38,47,North Dakota,756717.0,78198.0,10.333850039050265,1.507300615685917,3017.0,111716.0,68506.0,107938.0,655136.0,21985.0,40006.0,11006.0,863.0,28317.0,19612.0
2016,ND,6.41,73,North Dakota,756717.0,78198.0,10.333850039050265,1.507300615685917,3017.0,111716.0,68506.0,107938.0,655136.0,21985.0,40006.0,11006.0,863.0,28317.0,19612.0
2015,ND,7.16,81,North Dakota,756717.0,78198.0,10.333850039050265,1.507300615685917,3017.0,111716.0,68506.0,107938.0,655136.0,21985.0,40006.0,11006.0,863.0,28317.0,19612.0
2019,OH,6.97,930,Ohio,11655397.0,1588343.0,13.627532378347988,2.6981749313215158,69348.0,2323276.0,691111.0,1401609.0,9476047.0,1446193.0,22816.0,258199.0,3880.0,443415.0,335426.0
2018,OH,6.94,938,Ohio,11655397.0,1588343.0,13.627532378347988,2.6981749313215158,69348.0,2323276.0,691111.0,1401609.0,9476047.0,1446193.0,22816.0,258199.0,3880.0,443415.0,335426.0
2017,OH,7.18,983,Ohio,11655397.0,1588343.0,13.627532378347988,2.6981749313215158,69348.0,2323276.0,691111.0,1401609.0,9476047.0,1446193.0,22816.0,258199.0,3880.0,443415.0,335426.0
2016,OH,7.43,1026,Ohio,11655397.0,1588343.0,13.627532378347988,2.6981749313215158,69348.0,2323276.0,691111.0,1401609.0,9476047.0,1446193.0,22816.0,258199.0,3880.0,443415.0,335426.0
2015,OH,7.18,1000,Ohio,11655397.0,1588343.0,13.627532378347988,2.6981749313215158,69348.0,2323276.0,691111.0,1401609.0,9476047.0,1446193.0,22816.0,258199.0,3880.0,443415.0,335426.0
2019,OK,7.08,343,Oklahoma,3932870.0,598373.0,15.214665117331618,2.4113179433848564,26024.0,680748.0,203387.0,436601.0,2844070.0,286356.0,299621.0,85239.0,6260.0,417906.0,304615.0
2018,OK,7.09,353,Oklahoma,3932870.0,598373.0,15.214665117331618,2.4113179433848564,26024.0,680748.0,203387.0,436601.0,2844070.0,286356.0,299621.0,85239.0,6260.0,417906.0,304615.0
2017,OK,7.79,391,Oklahoma,3932870.0,598373.0,15.214665117331618,2.4113179433848564,26024.0,680748.0,203387.0,436601.0,2844070.0,286356.0,299621.0,85239.0,6260.0,417906.0,304615.0
2016,OK,7.47,393,Oklahoma,3932870.0,598373.0,15.214665117331618,2.4113179433848564,26024.0,680748.0,203387.0,436601.0,2844070.0,286356.0,299621.0,85239.0,6260.0,417906.0,304615.0
2015,OK,7.32,389,Oklahoma,3932870.0,598373.0,15.214665117331618,2.4113179433848564,26024.0,680748.0,203387.0,436601.0,2844070.0,286356.0,299621.0,85239.0,6260.0,417906.0,304615.0
2019,OR,4.69,203,Oregon,4129803.0,533527.0,12.918945528394454,2.773957982983692,30209.0,532852.0,257692.0,603359.0,3480920.0,78679.0,48060.0,180580.0,16625.0,537217.0,198352.0
2018,OR,4.22,178,Oregon,4129803.0,533527.0,12.918945528394454,2.773957982983692,30209.0,532852.0,257692.0,603359.0,3480920.0,78679.0,48060.0,180580.0,16625.0,537217.0,198352.0
2017,OR,5.34,233,Oregon,4129803.0,533527.0,12.918945528394454,2.773957982983692,30209.0,532852.0,257692.0,603359.0,3480920.0,78679.0,48060.0,180580.0,16625.0,537217.0,198352.0
2016,OR,4.7,214,Oregon,4129803.0,533527.0,12.918945528394454,2.773957982983692,30209.0,532852.0,257692.0,603359.0,3480920.0,78679.0,48060.0,180580.0,16625.0,537217.0,198352.0
2015,OR,5.15,235,Oregon,4129803.0,533527.0,12.918945528394454,2.773957982983692,30209.0,532852.0,257692.0,603359.0,3480920.0,78679.0,48060.0,180580.0,16625.0,537217.0,198352.0
2019,PA,5.85,788,Pennsylvania,12791530.0,1539183.0,12.032829536419802,2.715687646434789,88552.0,2757067.0,758348.0,1701365.0,10300602.0,1430664.0,24691.0,436324.0,4198.0,935216.0,319874.0
2018,PA,5.94,806,Pennsylvania,12791530.0,1539183.0,12.032829536419802,2.715687646434789,88552.0,2757067.0,758348.0,1701365.0,10300602.0,1430664.0,24691.0,436324.0,4198.0,935216.0,319874.0
2017,PA,6.08,837,Pennsylvania,12791530.0,1539183.0,12.032829536419802,2.715687646434789,88552.0,2757067.0,758348.0,1701365.0,10300602.0,1430664.0,24691.0,436324.0,4198.0,935216.0,319874.0
2016,PA,6.15,857,Pennsylvania,12791530.0,1539183.0,12.032829536419802,2.715687646434789,88552.0,2757067.0,758348.0,1701365.0,10300602.0,1430664.0,24691.0,436324.0,4198.0,935216.0,319874.0
2015,PA,6.15,867,Pennsylvania,12791530.0,1539183.0,12.032829536419802,2.715687646434789,88552.0,2757067.0,758348.0,1701365.0,10300602.0,1430664.0,24691.0,436324.0,4198.0,935216.0,319874.0
2019,RI,5.8,61,Rhode Island,1057231.0,125826.0,11.901467134429467,2.880638195436948,10729.0,174032.0,61743.0,150150.0,850597.0,71561.0,5277.0,35958.0,810.0,163226.0,35221.0
2018,RI,4.95,52,Rhode Island,1057231.0,125826.0,11.901467134429467,2.880638195436948,10729.0,174032.0,61743.0,150150.0,850597.0,71561.0,5277.0,35958.0,810.0,163226.0,35221.0
2017,RI,6.2,66,Rhode Island,1057231.0,125826.0,11.901467134429467,2.880638195436948,10729.0,174032.0,61743.0,150150.0,850597.0,71561.0,5277.0,35958.0,810.0,163226.0,35221.0
2016,RI,5.56,60,Rhode Island,1057231.0,125826.0,11.901467134429467,2.880638195436948,10729.0,174032.0,61743.0,150150.0,850597.0,71561.0,5277.0,35958.0,810.0,163226.0,35221.0
2015,RI,5.91,65,Rhode Island,1057231.0,125826.0,11.901467134429467,2.880638195436948,10729.0,174032.0,61743.0,150150.0,850597.0,71561.0,5277.0,35958.0,810.0,163226.0,35221.0
2019,SC,6.97,391,South Carolina,5020806.0,741650.0,14.771532698136514,2.7789562074296437,37535.0,850160.0,337253.0,614156.0,3372011.0,1344139.0,17645.0,78805.0,4002.0,285458.0,115930.0
2018,SC,7.11,403,South Carolina,5020806.0,741650.0,14.771532698136514,2.7789562074296437,37535.0,850160.0,337253.0,614156.0,3372011.0,1344139.0,17645.0,78805.0,4002.0,285458.0,115930.0
2017,SC,6.52,372,South Carolina,5020806.0,741650.0,14.771532698136514,2.7789562074296437,37535.0,850160.0,337253.0,614156.0,3372011.0,1344139.0,17645.0,78805.0,4002.0,285458.0,115930.0
2016,SC,7.01,402,South Carolina,5020806.0,741650.0,14.771532698136514,2.7789562074296437,37535.0,850160.0,337253.0,614156.0,3372011.0,1344139.0,17645.0,78805.0,4002.0,285458.0,115930.0
2015,SC,6.91,402,South Carolina,5020806.0,741650.0,14.771532698136514,2.7789562074296437,37535.0,850160.0,337253.0,614156.0,3372011.0,1344139.0,17645.0,78805.0,4002.0,285458.0,115930.0
2019,SD,6.68,80,South Dakota,870638.0,110553.0,12.697929564296528,1.8074101980386796,3766.0,147794.0,66074.0,113870.0,733719.0,17531.0,76190.0,12627.0,504.0,33024.0,22837.0
2018,SD,5.89,70,South Dakota,870638.0,110553.0,12.697929564296528,1.8074101980386796,3766.0,147794.0,66074.0,113870.0,733719.0,17531.0,76190.0,12627.0,504.0,33024.0,22837.0
2017,SD,7.75,94,South Dakota,870638.0,110553.0,12.697929564296528,1.8074101980386796,3766.0,147794.0,66074.0,113870.0,733719.0,17531.0,76190.0,12627.0,504.0,33024.0,22837.0
2016,SD,4.89,60,South Dakota,870638.0,110553.0,12.697929564296528,1.8074101980386796,3766.0,147794.0,66074.0,113870.0,733719.0,17531.0,76190.0,12627.0,504.0,33024.0,22837.0
2015,SD,7.3,90,South Dakota,870638.0,110553.0,12.697929564296528,1.8074101980386796,3766.0,147794.0,66074.0,113870.0,733719.0,17531.0,76190.0,12627.0,504.0,33024.0,22837.0
2019,TN,7.06,563,Tennessee,6709356.0,996930.0,14.858803139973494,2.5754930875630984,48373.0,1203461.0,334362.0,789448.0,5205132.0,1124473.0,18189.0,117600.0,3771.0,364174.0,147536.0
2018,TN,6.89,556,Tennessee,6709356.0,996930.0,14.858803139973494,2.5754930875630984,48373.0,1203461.0,334362.0,789448.0,5205132.0,1124473.0,18189.0,117600.0,3771.0,364174.0,147536.0
2017,TN,7.29,591,Tennessee,6709356.0,996930.0,14.858803139973494,2.5754930875630984,48373.0,1203461.0,334362.0,789448.0,5205132.0,1124473.0,18189.0,117600.0,3771.0,364174.0,147536.0
2016,TN,7.35,594,Tennessee,6709356.0,996930.0,14.858803139973494,2.5754930875630984,48373.0,1203461.0,334362.0,789448.0,5205132.0,1124473.0,18189.0,117600.0,3771.0,364174.0,147536.0
2015,TN,6.95,568,Tennessee,6709356.0,996930.0,14.858803139973494,2.5754930875630984,48373.0,1203461.0,334362.0,789448.0,5205132.0,1124473.0,18189.0,117600.0,3771.0,364174.0,147536.0
2019,TX,5.49,2075,Texas,28260856.0,4072194.0,14.409308762622052,2.508158280839052,361299.0,3729737.0,1309005.0,3534714.0,20903375.0,3428211.0,141425.0,1357273.0,25292.0,11116881.0,761411.0
2018,TX,5.48,2075,Texas,28260856.0,4072194.0,14.409308762622052,2.508158280839052,361299.0,3729737.0,1309005.0,3534714.0,20903375.0,3428211.0,141425.0,1357273.0,25292.0,11116881.0,761411.0
2017,TX,5.85,2236,Texas,28260856.0,4072194.0,14.409308762622052,2.508158280839052,361299.0,3729737.0,1309005.0,3534714.0,20903375.0,3428211.0,141425.0,1357273.0,25292.0,11116881.0,761411.0
2016,TX,5.72,2277,Texas,28260856.0,4072194.0,14.409308762622052,2.508158280839052,361299.0,3729737.0,1309005.0,3534714.0,20903375.0,3428211.0,141425.0,1357273.0,25292.0,11116881.0,761411.0
2015,TX,5.71,2305,Texas,28260856.0,4072194.0,14.409308762622052,2.508158280839052,361299.0,3729737.0,1309005.0,3534714.0,20903375.0,3428211.0,141425.0,1357273.0,25292.0,11116881.0,761411.0
2019,UT,5.13,249,Utah,3096848.0,298537.0,9.64002753767702,1.793404132201516,15179.0,362222.0,176978.0,410803.0,2676482.0,36849.0,33721.0,71977.0,27554.0,434832.0,94036.0
2018,UT,5.49,259,Utah,3096848.0,298537.0,9.64002753767702,1.793404132201516,15179.0,362222.0,176978.0,410803.0,2676482.0,36849.0,33721.0,71977.0,27554.0,434832.0,94036.0
2017,UT,5.89,286,Utah,3096848.0,298537.0,9.64002753767702,1.793404132201516,15179.0,362222.0,176978.0,410803.0,2676482.0,36849.0,33721.0,71977.0,27554.0,434832.0,94036.0
2016,UT,5.43,274,Utah,3096848.0,298537.0,9.64002753767702,1.793404132201516,15179.0,362222.0,176978.0,410803.0,2676482.0,36849.0,33721.0,71977.0,27554.0,434832.0,94036.0
2015,UT,5.02,255,Utah,3096848.0,298537.0,9.64002753767702,1.793404132201516,15179.0,362222.0,176978.0,410803.0,2676482.0,36849.0,33721.0,71977.0,27554.0,434832.0,94036.0
2019,VT,Unreliable,15,Vermont,624313.0,65652.0,10.51587905425644,1.9738496555413712,2715.0,111530.0,38518.0,99016.0,587883.0,8502.0,2132.0,10461.0,325.0,12038.0,12600.0
2018,VT,6.44,35,Vermont,624313.0,65652.0,10.51587905425644,1.9738496555413712,2715.0,111530.0,38518.0,99016.0,587883.0,8502.0,2132.0,10461.0,325.0,12038.0,12600.0
2017,VT,4.77,27,Vermont,624313.0,65652.0,10.51587905425644,1.9738496555413712,2715.0,111530.0,38518.0,99016.0,587883.0,8502.0,2132.0,10461.0,325.0,12038.0,12600.0
2016,VT,3.47,20,Vermont,624313.0,65652.0,10.51587905425644,1.9738496555413712,2715.0,111530.0,38518.0,99016.0,587883.0,8502.0,2132.0,10461.0,325.0,12038.0,12600.0
2015,VT,4.57,27,Vermont,624313.0,65652.0,10.51587905425644,1.9738496555413712,2715.0,111530.0,38518.0,99016.0,587883.0,8502.0,2132.0,10461.0,325.0,12038.0,12600.0
2019,VA,5.82,570,Virginia,8454463.0,865691.0,10.239455776197731,2.3756683304427497,68125.0,1155096.0,448739.0,1272608.0,5717617.0,1621592.0,23873.0,541133.0,6179.0,792001.0,320275.0
2018,VA,5.61,560,Virginia,8454463.0,865691.0,10.239455776197731,2.3756683304427497,68125.0,1155096.0,448739.0,1272608.0,5717617.0,1621592.0,23873.0,541133.0,6179.0,792001.0,320275.0
2017,VA,5.9,592,Virginia,8454463.0,865691.0,10.239455776197731,2.3756683304427497,68125.0,1155096.0,448739.0,1272608.0,5717617.0,1621592.0,23873.0,541133.0,6179.0,792001.0,320275.0
2016,VA,5.85,599,Virginia,8454463.0,865691.0,10.239455776197731,2.3756683304427497,68125.0,1155096.0,448739.0,1272608.0,5717617.0,1621592.0,23873.0,541133.0,6179.0,792001.0,320275.0
2015,VA,5.9,610,Virginia,8454463.0,865691.0,10.239455776197731,2.3756683304427497,68125.0,1155096.0,448739.0,1272608.0,5717617.0,1621592.0,23873.0,541133.0,6179.0,792001.0,320275.0
2019,WA,4.14,365,Washington,7404107.0,785244.0,10.605519342170501,2.530082290815084,59452.0,925707.0,509353.0,1144545.0,5581128.0,281683.0,94449.0,631333.0,49090.0,937579.0,433386.0
2018,WA,4.69,404,Washington,7404107.0,785244.0,10.605519342170501,2.530082290815084,59452.0,925707.0,509353.0,1144545.0,5581128.0,281683.0,94449.0,631333.0,49090.0,937579.0,433386.0
2017,WA,3.88,340,Washington,7404107.0,785244.0,10.605519342170501,2.530082290815084,59452.0,925707.0,509353.0,1144545.0,5581128.0,281683.0,94449.0,631333.0,49090.0,937579.0,433386.0
2016,WA,4.32,391,Washington,7404107.0,785244.0,10.605519342170501,2.530082290815084,59452.0,925707.0,509353.0,1144545.0,5581128.0,281683.0,94449.0,631333.0,49090.0,937579.0,433386.0
2015,WA,4.88,434,Washington,7404107.0,785244.0,10.605519342170501,2.530082290815084,59452.0,925707.0,509353.0,1144545.0,5581128.0,281683.0,94449.0,631333.0,49090.0,937579.0,433386.0
2019,WV,6.31,112,West Virginia,1817305.0,310044.0,17.06064749725555,2.856427512167743,10076.0,432826.0,94488.0,159196.0,1691600.0,66990.0,3667.0,14523.0,419.0,28368.0,32135.0
2018,WV,6.96,127,West Virginia,1817305.0,310044.0,17.06064749725555,2.856427512167743,10076.0,432826.0,94488.0,159196.0,1691600.0,66990.0,3667.0,14523.0,419.0,28368.0,32135.0
2017,WV,6.96,130,West Virginia,1817305.0,310044.0,17.06064749725555,2.856427512167743,10076.0,432826.0,94488.0,159196.0,1691600.0,66990.0,3667.0,14523.0,419.0,28368.0,32135.0
2016,WV,7.23,138,West Virginia,1817305.0,310044.0,17.06064749725555,2.856427512167743,10076.0,432826.0,94488.0,159196.0,1691600.0,66990.0,3667.0,14523.0,419.0,28368.0,32135.0
2015,WV,7.12,141,West Virginia,1817305.0,310044.0,17.06064749725555,2.856427512167743,10076.0,432826.0,94488.0,159196.0,1691600.0,66990.0,3667.0,14523.0,419.0,28368.0,32135.0
2019,WI,5.85,371,Wisconsin,5790716.0,639160.0,11.037667880794016,1.9266011318807554,34775.0,1073887.0,429430.0,780824.0,4946961.0,371200.0,51392.0,161841.0,2400.0,394392.0,138572.0
2018,WI,6.12,392,Wisconsin,5790716.0,639160.0,11.037667880794016,1.9266011318807554,34775.0,1073887.0,429430.0,780824.0,4946961.0,371200.0,51392.0,161841.0,2400.0,394392.0,138572.0
2017,WI,6.39,415,Wisconsin,5790716.0,639160.0,11.037667880794016,1.9266011318807554,34775.0,1073887.0,429430.0,780824.0,4946961.0,371200.0,51392.0,161841.0,2400.0,394392.0,138572.0
2016,WI,6.3,420,Wisconsin,5790716.0,639160.0,11.037667880794016,1.9266011318807554,34775.0,1073887.0,429430.0,780824.0,4946961.0,371200.0,51392.0,161841.0,2400.0,394392.0,138572.0
2015,WI,5.8,389,Wisconsin,5790716.0,639160.0,11.037667880794016,1.9266011318807554,34775.0,1073887.0,429430.0,780824.0,4946961.0,371200.0,51392.0,161841.0,2400.0,394392.0,138572.0
2019,WY,7,46,Wyoming,581024.0,62257.0,10.715047915404528,2.331056892658479,1881.0,93507.0,43761.0,68269.0,531304.0,5582.0,14164.0,5025.0,596.0,57341.0,15521.0
2018,WY,5.33,35,Wyoming,581024.0,62257.0,10.715047915404528,2.331056892658479,1881.0,93507.0,43761.0,68269.0,531304.0,5582.0,14164.0,5025.0,596.0,57341.0,15521.0
2017,WY,4.64,32,Wyoming,581024.0,62257.0,10.715047915404528,2.331056892658479,1881.0,93507.0,43761.0,68269.0,531304.0,5582.0,14164.0,5025.0,596.0,57341.0,15521.0
2016,WY,5.01,37,Wyoming,581024.0,62257.0,10.715047915404528,2.331056892658479,1881.0,93507.0,43761.0,68269.0,531304.0,5582.0,14164.0,5025.0,596.0,57341.0,15521.0
2015,WY,4.89,38,Wyoming,581024.0,62257.0,10.715047915404528,2.331056892658479,1881.0,93507.0,43761.0,68269.0,531304.0,5582.0,14164.0,5025.0,596.0,57341.0,15521.0
